;Y_UTM;X_UTM;ZoneNumber;ZoneLetter;Latitude;Longitude;past_mer;Y;X;SiO2;TiO2;Al2O3;Fe2O3;FeO;MnO;MgO;CaO;Na2O;K2O;P2O5;l.i.;oth;sum;hs;type_granite;time;massif;sampler;others;sampler+year;area
240;-342606711,3;-224566743,6;1;W;"52°56'0.0""";"114°6'30.0""";;52,93334389;114,1083439;76,05746209;0,07980846;12,5698324;0,847964884;0,977653631;0,029928172;0,219473264;0,458898643;3,990422985;4,588986433;0,049880287;0,11971269;0,009976057;100;0,01;Granite leucocratic fine-grained;J2-J3;Yakhakta massif;;;A.A.Matlashov,1969;1
249;-354745641,1;-93124986,19;1;W;"50°19'0.0""";"112°48'0.0""";;50,31682212;112,8001555;75,88610115;0,219036241;11,6786141;0,816407806;2,578653923;0,089605735;0,28872959;0,278773397;1,413779371;5,087614496;0,079649542;1,573078455;0,009956193;100;0,01;Granite porphyraceous;J3;Zhipkoshin massif;;;I.I.Kozyrev,1968;1
252;-365174695,3;-278604746,4;1;W;"53°31'30.0""";"118°49'40.0""";;53,5250003;118,8277781;76,45996388;0,110375276;11,62954044;0,682319888;1,143889223;0,020068232;0,160545856;0,270921132;4,716034517;4,515352197;0,020068232;0,260887016;0,010034116;100;0,01;Granite porphyraceous alkaline;J3;;A.I.Fedorova;;S.P.Smelovsky,1968;1
253;-341685829,2;-262944989,2;1;W;"53°44'20.0""";"115°23'10.0""";;53,73874224;115,3859645;76,00239378;0,129662877;11,86914024;0,847795731;0,857769799;0,009974067;0,209455416;0,319170158;4,488330341;4,987033712;0,029922202;0,239377618;0,009974067;100;0,01;Granite leucocratic alkaline;Tr-J;Muyshin massif;MP.Merkul~eva;;V.A.Popeko,1967;1
255;-353092020,1;-289315082,8;1;W;"54°0'30.0""";"117°48'40.0""";;54,00839694;117,8111747;76,18476305;0,089982004;12,01759648;0,549890022;1,609678064;0,019996001;0,339932014;0,629874025;3,299340132;4,559088182;0,009998;0,679864027;0,009998;100;0,26;Granite-porphyry subalkaline;J3;;A.N.Aksel'rod;;Yu.V.Kazitsyn,1958;1
257;-343498459,5;-99187816,28;1;W;"50°32'0.0""";"111°11'0.0""";;50,53332402;111,183324;76,25337736;0,02001401;12,54878415;0,53037126;1,070749525;0,030021015;0,450315221;0,520364255;3,802661863;4,313019113;0,050035025;0,400280196;0,010007005;100;0,01;Granite uneven-grained;J3;Uleley massif;N.P.Mel'nikova;;E.T.Bubnov,1965;1
260;-347920704,1;-166789962,4;1;W;"51°43'0.0""";"113°12'0.0""";;51,71665936;113,1999927;76,15715285;0,229931021;12,53623913;1,069679096;0,619814056;0,019994002;0,079976007;0,049985004;3,77886634;5,038488453;0,059982005;0,279916025;0,079976007;100;0,16;Granite leucocratic alkaline;Tr-J;;V.I.Chtetsova;Oth:S03-0.08.Det.:H2o+-0.03;V.M.Chairkin,1938;1
261;-340651842,2;-270151728,1;1;W;"53°54'50.0""";"115°33'0.0""";;53,91384897;115,5499601;76,47826523;0,090352374;12,34815782;0,401566108;1,656460195;0,030117458;0,120469832;0,11043068;4,065856842;4,316835659;0,030117458;0,341331192;0,010039153;100;0,01;Granite leucocratic alkaline;Tr-J;Kontalakan-Marektin massif;N.P.Mel'nikova;;V.S.Ivanov,1968;1
267;-341549274,2;-39749725,13;1;W;"49°31'0.0""";"110°6'0.0""";;49,51666365;110,099997;75,84146584;0,06970723;13,35391356;0,428201553;1,334395539;0,029874527;0,159330811;0,477992432;3,296156144;4,530969926;0,029874527;0,338577973;0,109539932;100;0,19;Two mica granite;J2;;B.M.Frenkel';Oth:Sn02-0.10,S-OoOl;I.F.Grigor'ev,1957;1
272;-344425724,9;-71232747,54;1;W;"50°2'0.0""";"110°55'0.0""";;50,03308196;110,9164153;76,02835463;0,069888179;12,39017572;0,069888179;1,527555911;0,019968051;0,409345048;0,738817891;3,354632588;4,922124601;0,039936102;0,419329073;0,009984026;100;0,01;Granite leucocratic medium-grained;J3;Chatangin massif;D.M.Shuster;;A.O.Kanischev,1961;1
278;-354518259,2;-139844150,6;1;W;"51°8'0.0""";"113°34'0.0""";;51,13352972;113,5668631;76,30023048;0,110231486;11,92504259;0,420883856;1,212546347;0,020042088;0,721515182;0,240505061;3,306944584;5,271069245;0,040084177;0,420883856;0,010021044;100;0,01;Granite fine-grained;J3;Kalangin massif;D.M.Shuster;;E.V.Barabashev,1961;1
282;-341493594,7;-271519749,5;1;W;"53°55'20.0""";"115°42'30.0""";;53,9220885;115,7081996;76,40268995;0,110408511;12,57653317;0,481782596;1,435310649;0,050185687;0,160594199;0,331225534;4,06504065;4,215597712;0,030111412;0,130482786;0,010037137;100;0,01;Granite alkaline;Tr-J;Kontalak massif;L.E.Fedoseeva;;V.S.Ivanov,1968;1
283;-333973709,4;-217603891,2;1;W;"52°58'0.0""";"112°42'40.0""";;52,96683943;112,7112839;75,99840256;0,129792332;12,80950479;0,109824281;1,07827476;0,059904153;0,199680511;0,349440895;4,103434505;4,343051118;0,249600639;0,559105431;0,009984026;100;0,01;Granite;Tr;;V.F.Mel'nik;;L.F.Dekhtereva,1964;1
285;-362176581,6;-282588510,4;1;W;"53°40'0.0""";"118°37'0.0""";;53,66674685;118,6167468;75,74129353;0,129353234;12,0199005;0,855721393;1,562189055;0,049751244;0,39800995;0,786069652;4,407960199;3,791044776;0,049751244;0,199004975;0,009950249;100;0,01;Granite subalkaline;J3;;D.M.Shuster;;E.A.Ivanov,1963;1
288;-314428428,3;-142603762,2;1;W;"51°45'30.0""";"107°35'0.0""";;51,75822855;107,5832285;75,84213674;0,079728922;13,39445884;0,548136336;0,428542954;0,01993223;0,099661152;0,797289217;2,531393263;6,019533586;0,01993223;0,139525613;0,079728922;100;0,01;Leucogranite;Tr;;;Oth.:S03-0.08;D.V.Trunev,1961;1
290;-343637073;-295679990,9;1;W;"54°22'30.0""";"116°59'35.0""";;54,37508004;116,9931356;76,16092874;0,150120096;12,70016013;0,800640512;0,930744596;0,030024019;0,160128102;0,170136109;4,403522818;4,403522818;0,050040032;0,030024019;0,010008006;100;0,01;Granite alkaline;Tr-J;;N.A.Lebedeva;;V.A.Popeko,1965;1
291;-322918650,9;-125730161,3;1;W;"51°17'0.0""";"108°30'0.0""";;51,28355937;108,500226;76,32133186;0,110319928;12,2354829;0,320930699;1,1533447;0,030087253;0,190552603;0,541570555;4,36265169;4,563233377;0,020058169;0,140407181;0,010029084;100;0,01;Morion-granite;J;Etytey massif;N.PMel'nikova;;V.V.Starchenko,1968;1
294;-358824336,5;-113057432,3;1;W;"50°37'0.0""";"113°43'0.0""";;50,61664674;113,7166467;75,96326612;0,069874226;12,0982232;0,12976642;1,517268916;0,079856259;0,429227391;0,379317229;3,693351966;4,991016171;0,089838291;0,549011779;0,009982032;100;0,01;Mu granite porphyraceous coarse-grained;J3;Zhipkoshin massif;G.I.Surova;;N.N.Chaban,1965;1
300;-340472680,5;-259580328,4;1;W;"53°41'50.0""";"115°6'10.0""";;53,69713374;115,1026893;76,12089672;0,170136109;12,79023219;0,670536429;0,970776621;0,020016013;0,190152122;0,430344275;3,20256205;4,70376301;0,040032026;0,680544436;0,010008006;100;0,01;Granite subalkaline;Tr-J;Khuluglin massif;;.N.P.Mel'nikova;V.A.Popeko,1967;1
303;-331120149;-149904114,2;1;W;"51°38'40.0""";"110°19'20.0""";;51,64451119;110,322289;75,96125037;0,109857186;12,63357635;1,108558873;0,918805553;0,019974034;0,359532608;0,409467692;3,495455907;4,594027764;0,039948068;0,339558574;0,009987017;100;0,01;Morion-granite leucocratic;J3;;;;L.I.Sergeev,1969;1
313;-323294815,3;-133746428;1;W;"51°26'20.0""";"108°44'30.0""";;51,43888635;108,7416641;76,04281284;0,130039012;12,94388316;1,270381114;0,650195059;0,020006002;0,210063019;0,250075023;4,00120036;4,301290387;0,040012004;0,130039012;0,010003001;100;0,01;Granite leucocratic;Tr-J;Upper-Balyagin massif;R.PKopnova;;A.K.Izvekov,1968;1
316;-341119590,8;-272418223,2;1;W;"53°57'0.0""";"115°42'0.0""";;53,94998896;115,699989;76,27458852;0,06021678;12,21397029;0,351264552;1,575672421;0,02007226;0,02007226;0,481734243;4,34564432;4,41589723;0,03010839;0,200722601;0,01003613;100;0,01;Granite alkaline;Tr-J;Kontalak massif;L.E.Fedoseeva;;V.S.Ivanov,1968;1
317;-317857110,4;-119598951;1;W;"51°13'50.0""";"107°34'0.0""";;51,23063774;107,5667489;75,71229329;0,25901574;12,94082487;1,175532975;0,577804343;0,019924288;0,079697151;0,219167165;3,885236103;4,542737597;0,049810719;0,527993624;0,009962144;100;0,02;Granite leucogranitic;Tr;;I.N.Chernionnaya;;A.K.Izvekov,1972;1
320;-361857209,6;-199894145,6;1;W;"52°6'50.0""";"115°58'30.0""";;52,11399465;115,9751058;75,73492775;0,129546587;12,19730942;0,837070254;1,046337818;0,04982561;0,129546587;1,096163428;4,08570005;4,185351271;0,029895366;0,468360737;0,009965122;100;0,01;Granite leucocratic;J3;Zangan massif;N.AOgneva;;V.A.Gulin,1964;1
321;-361857304,8;-199892280,2;1;W;"52°6'50.0""";"115°58'30.0""";;52,11395903;115,9750701;76;0,14;12,4;0,84;0,8;0,03;0,13;0,46;4;4,6;0,04;0,55;0,01;100;0,01;Granite leucocratic alkaline;J3;Zangan massif;N.A.Ogneva;;V.A.Gulin,1964;1
324;-352654461,4;-137603094,9;1;W;"51°7'0.0""";"113°15'0.0""";;51,11663925;113,2499726;75,57677009;0,059665871;12,44033413;0,417661098;0,994431185;0,019888624;0,198886237;0,546937152;3,778838504;5,369928401;0,019888624;0,566825776;0,009944312;100;0,01;Granite porphyraceous fine-grained miarolic;J3;;L.S.Voronova;;E.T.Bubnov,1964;1
325;-340084797,4;-265788097,9;1;W;"53°50'10.0""";"115°18'10.0""";;53,83604418;115,3027108;76,08369206;0,070077085;12,41365502;0,57062769;1,221343478;0,100110121;0,320352388;0,110121133;4,204625088;4,605065572;0,030033036;0,260286315;0,010011012;100;0,01;Granite alkaline;Tr-J;Upper-Talachin massif;V.I.Zhigalova;;V.A.Popeko,1967;1
327;-342384454,1;-315114914,6;1;W;"54°49'15.0""";"117°45'20.0""";;54,8207689;117,7554911;75,92407592;0,0999001;12,2977023;0,839160839;1,068931069;0,02997003;0,3996004;0,3996004;4,595404595;3,516483516;0,01998002;0,799200799;0,00999001;100;0,01;Leucogranite alkaline;J2-J3;;M.IMerkul'eva;;V.I.Shulika,1966;1
328;-360380179,1;-307821965,7;1;W;"54°12'10.0""";"119°24'0.0""";;54,20285336;119,4000756;75,82560112;0,049885264;12,97016861;0,309288636;1,217200439;0,019954106;0,419036217;0,209518108;2,364561509;5,886461139;0,069839369;0,648508431;0,009977053;100;0,01;Granite leucocratic;Tr;;V.IZhigalova;;E.A.Ivanov,1969;1
329;-341034335,7;-271523233,2;1;W;"53°56'0.0""";"115°39'10.0""";;53,93330917;115,6527536;75,90890931;0,149820216;12,07550939;0,928885338;0,928885338;0,039952058;0,429484618;0,31961646;3,64562525;4,794246904;0,009988014;0,759089093;0,009988014;100;0,01;Granite-porphyry alkaline;Tr;;;;V.A.Popeko,1966;1
333;-341288747;-269957944;1;W;"53°53'40.0""";"115°37'10.0""";;53,89438234;115,6193823;76,33112317;0,27124774;11,86457705;1,506931887;1,436608399;0,04018485;0,080369701;0,050231063;3,767329717;4,319871408;0,020092425;0,301386377;0,010046213;100;0,01;Granite alkaline;Tr-J;Kontalakan-Marektin massif;N.P.Mel'nikova;;V.S.Ivanov,1968;1
334;-366244906,6;-275861232,9;1;W;"53°27'0.0""";"118°51'30.0""";;53,45005404;118,8583874;76,19334136;0,190533494;12,30445247;0,350982752;1,23345367;0,07019655;0,140393101;0,371038909;4,402326514;4,582831929;0,030084236;0,120336943;0,010028079;100;0,01;Granite alkaline leucogranitic;Tr-J;Itykendin stock;L.E.Fedoseeva;;S.P.Smelovsky,1971;1
340;-338276430,7;-80463481,97;1;W;"50°15'0.0""";"110°5'0.0""";;50,25015314;110,0834865;76,19620825;0,050155482;12,8197412;0,601865784;0,932891965;0,030093289;0,080248771;0,431337145;3,611194704;4,714615307;0,020062193;0,50155482;0,010031096;100;0,01;Bt granite medium-grained;J2;Asakan-Shumilovo massif;N.P.Mel'nikova;;V.P.Krasnov,1968;1
344;-326676140,6;-223856961,4;1;W;"53°15'20.0""";"111°56'45.0""";;53,25560034;111,9458781;76,02842558;0,190171154;12,11089981;1,301171054;0,58052247;0,050045041;0,360324292;0,170153138;3,75337804;4,634170754;0,040036032;0,770693624;0,010009008;100;0,01;Granite-porphyry;Tr;;E.A.Kotlyarova;;E.E.Zelensky,1974;1
346;-355291929,6;-260472082,4;1;W;"53°23'5.0""";"116°58'40.0""";;53,38459344;116,977649;75,75304209;0,199481348;12,08856972;0,987432675;1,386395372;0,059844405;0,109714742;0,498703371;4,33871933;4,388589667;0,03989627;0,139636944;0,009974067;100;0,01;Granite subalkaline;J3;Shinyukin stock;T.I.Linnik;;Yu.D.Penyagin,1967;1
348;-341349640,5;-262176360,7;1;W;"53°43'50.0""";"115°18'50.0""";;53,7306499;115,3139832;75,84898122;0,049940072;12,49500599;0,699161007;0,958849381;0,009988014;0,039952058;0,269676388;4,494606472;4,69436676;0,019976029;0,40950859;0,009988014;100;0,01;Granite leucocratic alkaline;Tr-J;Zimov'e massif;V.I.Zhigalova;;V.A.Popeko,1967;1
349;-341460560,5;-271620018;1;W;"53°55'30.0""";"115°42'30.0""";;53,92498655;115,7083199;75,53212652;0,179033221;13,168888;0,944897553;1,641137856;0,06962403;0,07957032;0,218818381;3,729858763;4,276904715;0,03978516;0,10940919;0,00994629;100;0,01;Granite leucocratic alkaline;Tr-J;Kontalakan-Marektin massif;N.PMel'nikova;;V.S.Ivanov,1968;1
357;-340651819,8;-270151890,3;1;W;"53°54'50.0""";"115°33'0.0""";;53,91385292;115,549964;76,3091768;0,100512614;12,21228264;0,160820183;1,949944718;0,030153784;0,201025229;0,331691627;4,050658358;4,372298723;0,050256307;0,221127752;0,010051261;100;0,01;Granite leucocratic alkaline;Tr-J;Kontalakan-Marektin massif;N.ALebedeva;;V.S.Ivanov,1968;1
358;-327094812,5;-173882675,2;1;W;"52°11'40.0""";"110°21'40.0""";;52,1945589;110,3612256;75,54980595;0,238829734;12,68782963;1,124489999;0,427903274;0,009951239;0,358244601;0,218927256;4,129764156;4,756692208;0,029853717;0,457756991;0,009951239;100;0,02;Granite leucocratic;Tr-J;;;;V.I.Pelepyagin,1975;1
360;-348051547,6;-166006805,5;1;W;"51°42'0.0""";"113°12'0.0""";;51,70002392;113,2000239;75,84932054;0,229816147;12,83972822;1,069144684;0,619504396;0,019984013;0,099920064;0,049960032;3,856914468;4,956035172;0,079936051;0,269784173;0,059952038;100;0,18;Granite alkaline;Tr-J;;V.I.Chtetsova;Oth:S03-0.06.Det. :H2o+ -0.04;V.M.Chairkin,1938;1
362;-324711543,8;-186456791,7;1;W;"52°30'0.0""";"110°23'30.0""";;52,50006908;110,3917357;76,44511581;0,03021148;11,5407855;1,530715005;0,433031219;0,010070493;0,241691843;0,735146022;4,43101712;4,229607251;0,010070493;0,352467271;0,010070493;100;0,09;Granite-porphyry;Tr-J;;;;D.V.Trunev,1962;1
364;-350867579,5;-155609271,9;1;W;"51°28'0.0""";"113°22'0.0""";;51,46675594;113,3667559;76,12075018;0,080232675;12,75699529;0,240698024;1,444188146;0,030087253;0,170494434;0,752181326;3,760906629;4,472971618;0,030087253;0,130378096;0,010029084;100;0,01;Granite leucocratic;J1-J2;Sukhan massif;N.A.Lebedeva;;L.I.Sergeev,1967;1
365;-341056065,9;-269498875,8;1;W;"53°53'25.0""";"115°34'20.0""";;53,89039513;115,5723396;76,07497244;0,260599379;11,65681066;1,62373459;1,072466673;0,030069159;0,23053022;0,110253583;3,908990679;4,690788814;0,030069159;0,300691591;0,010023053;100;0,01;Granite leucocratic alkaline;Tr-J;;;;V.A.Popeko,1966;1
366;-354198410,1;-128351238,5;1;W;"50°56'0.0""";"113°18'0.0""";;50,93341425;113,3000809;76,05972542;0,210441928;14,61068243;1,132377994;0,561178475;0,010021044;0,270568193;0,250526105;4,058522898;1,713598557;0,010021044;1,102314861;0,010021044;100;0,01;Granite;J2-J3;;V.Petrikovetz;;A.I.Shevtsov,1967;1
370;-366831213,6;-294283071,9;1;W;"53°47'20.0""";"119°35'54.0""";;53,78895139;119,5983958;75,76635047;0,209685472;12,82076885;0,878681977;1,068397404;0,019970045;0,03994009;0,129805292;4,393409885;4,233649526;0,029955067;0,399400899;0,009985022;100;0,01;Granite(granosyenite)-porphyry;J-K;;N.P.Mel'nikova;;E.I.Nedorya,1966;1
375;-331471991,6;-230933367,9;1;W;"53°18'0.0""";"112°51'0.0""";;53,30010612;112,8501061;75,53255027;0,009954211;12,96038224;0,338443161;0,686840534;0,109496317;0,62711527;0,975512642;4,071272148;4,041409516;0,139358949;0,497710532;0,009954211;100;0,01;Granite;Tr;;A.P.Usacheva;;L.F.Dekhtereva;1
379;-341460310,4;-271621819,4;1;W;"53°55'30.0""";"115°42'30.0""";;53,9250303;115,7083636;75,46006167;0,198945588;13,26967075;0,746045956;1,352830001;0,059683677;0,238734706;0,328260221;3,680493385;4,376802944;0,029841838;0,248681985;0,009947279;100;0,01;Granite leucocratic alkaline;Tr-J;Kontalakan-Marektin massif;N.A.Lebedeva;;V.S.Ivanov,1968;1
380;-355840042,7;-211658200,3;1;W;"52°26'0.0""";"115°29'0.0""";;52,43335691;115,4833569;75,72369734;0,16969455;13,01657017;0,998203234;1,038131364;0,019964065;0,369335197;0,449191455;2,026352565;5,160710721;0,019964065;0,998203234;0,009982032;100;0,01;Granite-porphyry;J3;;L.S.Voronova;;A.M.Strelov,1959;1
381;-348927539,3;-164914288,7;1;W;"51°40'0.0""";"113°18'0.0""";;51,66665031;113,2999836;75,76151004;0,149805253;11,33526416;1,148506941;1,08858484;0,049935084;0,379506641;0,309597523;4,773794068;4,753820034;0,009987017;0,229701388;0,009987017;100;0,01;Granite medium-grained;Tr-J;Kukin massif;L.S.Voronova;;L.L.Feoktistov,1968;1
384;-317287056,2;-142832754;1;W;"51°43'0.0""";"108°2'0.0""";;51,71682458;108,0334912;75,90313219;0,180126088;12,6588612;0,730511358;1,210847593;0,030021015;0,250175123;0,100070049;3,852696888;4,823376363;0,04002802;0,210147103;0,010007005;100;0,01;Granite medium-grained alkaline;Tr-J;Kukin massif;O.M.Shirokova;;R.V.Tsoy,1959;1
389;-326394677,8;-196515997,2;1;W;"52°40'45.0""";"110°57'15.0""";;52,67911694;110,9541169;76,41309824;0,040302267;12,46347607;0,896725441;0,644836272;0,010075567;0,37279597;0,201511335;3,586901763;5,249370277;0,010075567;0,100755668;0,010075567;100;0,01;Granite leucocratic porphyraceous;Tr;;;;V.F.Rukavetz,1964;1
393;-322633191,3;-134912285,4;1;W;"51°28'20.0""";"108°40'0.0""";;51,47210138;108,6665458;76,0405175;0,040116337;13,76993281;0,92267576;0,441279711;0,010029084;0,030087253;0,220639856;3,610470364;4,212215425;0,080232675;0,611774145;0,010029084;100;0,05;Granite leucocratic;Tr-J;Upper-Balyagin massif;R.P.Kopnova;;A.K.Izvekov,1968;1
394;-341460539,1;-271757815;1;W;"53°55'40.0""";"115°42'50.0""";;53,9278696;115,7139807;76,26999296;0,090534151;12,68484056;0,563323609;1,297656171;0,0201187;0,040237401;0,271602454;4,577004326;3,822553063;0,0201187;0,331958555;0,01005935;100;0,01;Granite leucocratic alkaline;Tr-J;Kontalak massif;N.PMel'nikova;;V.S.Ivanov,1968;1
396;-340441781,3;-270566902;1;W;"53°55'40.0""";"115°32'30.0""";;53,92766127;115,5415502;75,90349384;0,160176194;12,50375413;0,480528581;1,651816999;0,060066073;0,160176194;0,550605666;4,004404845;4,304735209;0,050055061;0,160176194;0,010011012;100;0,01;Granite leucocratic alkaline;Tr-J;Kontalakan-Marektin massif;N.A.Lebedeva;;V.S.Ivanov,1968;1
405;-338542331,5;-78723288,08;1;W;"50°13'0.0""";"110°6'0.0""";;50,216605;110,0999383;75,79242076;0,119988001;12,60873913;0,569943006;0,819918008;0,029997;0,079992001;0,649935006;4,099590041;4,499550045;0,029997;0,689931007;0,009999;100;0,01;Bt granite porphyraceous medium-grained;J3;Asakan-Shumilovo massif;N.P.Mel'nikova;;V.P.Krasnov,1968;1
406;-333974324,6;-217596730,8;1;W;"52°58'0.0""";"112°42'40.0""";;52,96667807;112,7111225;75,55068275;0,129572411;13,02701086;0,079736868;1,166151699;0,06976976;0,199342171;0,418618559;4,136350045;4,465264627;0,199342171;0,54819097;0,009967109;100;0,01;Granite;Tr;;A.P.Usacheva;;L.F.Dekhtereva,1964;1
408;-361855648,4;-216490501,5;1;W;"52°25'10.0""";"116°25'27.0""";;52,41941417;116,4241364;75,63360607;0,099780483;12,71203353;0,449012173;1,426860906;0,019956097;0,359209739;0,848134105;3,302733985;4,879265616;0,05986829;0,199560966;0,009978048;100;0,01;Granite leucocratic;J3;Temerkovo massif;L.SVoronova;;V.A.Gulin,1964;1
413;-358099920,7;-116503211,2;1;W;"50°41'0.0""";"113°40'0.0""";;50,68335932;113,6666927;75,8254953;0,200120072;12,41745047;0,080048029;1,871122674;0,050030018;0,430258155;0,730438263;3,251951171;4,502701621;0,100060036;0,530318191;0,010006004;100;0,01;Bt granite porphyraceous medium-coarse-grained;J3;;N.A.Lebedeva;;N.N.Chaban,1966;1
414;-362937312,6;-240912459,3;1;W;"52°51'20.0""";"117°17'20.0""";;52,85556644;117,2888998;75,89384076;0,170255383;13,38007011;0,450676014;0,320480721;0,030045068;0,480721082;0,961442163;3,034551828;4,566850275;0,050075113;0,650976465;0,010015023;100;0,01;Granite;J3;;N.A.Ogneva;;A.V.Ivanov,1966;1
417;-348198161,6;-71147309,16;1;W;"50°0'0.0""";"111°30'0.0""";;50,00010485;111,5001048;76,17372072;0,090479542;12,566603;0,542877249;1,618578466;0,050266412;0,201065648;0,774102745;2,47310747;5,247813411;0,04021313;0,21111893;0,010053282;100;0,01;Granite leucogranitic;J3;;AP.Tikhonova;;V.V.Starchenko,1961;1
419;-340799381,7;-270326281,3;1;W;"53°54'50.0""";"115°34'30.0""";;53,91393048;115,5750416;76,05944969;0,170717011;12,13094999;0,411729263;1,576621812;0,030126531;0,080337417;0,381602731;3,916449086;4,719823258;0,050210886;0,461940149;0,010042177;100;0,01;Granite leucocratic alkaline;Tr-J;Kontalakan-Marektin massif;N.PMel'nikova;;V.S.Ivanov,1968;1
421;-338624049,2;-77831377,31;1;W;"50°12'0.0""";"110°6'0.0""";;50,19996029;110,0999603;75,65677754;0,169813205;12,36639696;0,519428629;1,428428728;0,029967036;0,119868145;0,839077015;3,44620917;4,994506043;0,029967036;0,389571471;0,009989012;100;0,01;Bt granite medium-grained;J2;Asakan-Shumilovo massif;N.P.Mel'nikova;;V.P.Krasnov,1968;1
422;-341379842,5;-272062541,8;1;W;"53°56'10.0""";"115°43'0.0""";;53,93620551;115,7167611;75,96790371;0,070210632;12,72818455;0,551654965;1,725175527;0,020060181;0,160481444;0,441323972;4,363089268;3,811434303;0,020060181;0,130391174;0,01003009;100;0,01;Granite alkaline;Tr-J;Kontalak massif;N.P.Mel'nikova;;V.S.Ivanov,1968;1
426;-351748575,5;-134203117,3;1;W;"51°4'0.0""";"113°3'0.0""";;51,06686863;113,050202;75,55112219;0,119700748;11,82044888;0,788029925;0,997506234;0,029925187;0,399002494;0,46882793;4,139650873;5,087281796;0,029925187;0,558603491;0,009975062;100;0,01;Granite fine-grained miarolic;J3;;V.I.Nikitina;;E.T.Bubnov,1964;1
